Driver_Age,Increase_Percentage,Total_Premium,Renewal_Indicator
21,8.87,2310.46,0
51,18.47,1603.18,0
75,3.35,1518.45,1
24,8.57,5000.0,1
47,1.32,1123.0,0
35,11.72,1729.66,0
51,13.17,1205.78,1
45,0.44,728.56,0
35,11.26,5000.0,1
52,5.36,2464.0,1
72,1.32,983.99,1
42,5.45,814.76,1
55,2.16,2711.23,1
25,5.37,3510.78,1
30,4.85,640.41,1
52,13.41,1470.79,1
67,14.88,1723.04,1
50,9.34,1732.99,1
40,0.23,1992.9,0
44,26.74,1358.64,0
26,11.59,1560.67,0
54,0.35,1627.97,1
58,17.08,606.41,0
38,2.23,5000.0,1
37,8.66,2824.85,1
48,6.29,3382.03,1
38,5.44,2051.71,1
44,22.05,5000.0,1
76,5.75,300.0,1
41,0.78,1774.3,1
39,29.31,791.97,1
35,25.32,1880.71,1
56,11.53,4491.72,0
42,6.31,2668.48,0
35,0.97,1639.97,0
64,15.64,4805.14,1
66,0.78,3166.72,1
35,0.71,2474.94,1
18,7.71,2427.22,1
60,1.75,3038.91,1
34,0.08,1054.43,1
56,5.5,945.08,1
18,1.48,723.21,0
58,1.75,1093.74,1
26,0.8,4606.44,1
55,2.3,1471.42,1
45,12.57,4671.16,1
30,16.55,1028.55,1
38,6.02,3606.61,1
55,7.06,4073.77,1
46,0.33,1906.71,1
53,0.72,1453.62,0
74,2.98,886.02,1
21,7.85,3314.42,0
69,13.45,1411.73,0
46,9.29,1275.02,1
31,4.98,2220.93,1
25,1.26,2675.6,1
42,15.18,846.46,1
58,4.52,2214.51,1
43,13.32,4086.36,1
67,7.19,711.71,1
23,13.42,3363.61,0
44,23.78,3344.07,1
26,25.39,3542.4,0
50,7.66,2756.03,1
58,7.16,2655.6,1
38,3.09,3286.94,1
18,27.46,2211.92,1
47,6.12,1201.62,1
51,1.36,1179.31,1
51,5.67,1597.39,1
63,1.36,2888.07,1
28,6.98,1633.66,1
55,8.24,1438.47,1
62,4.12,3521.03,1
18,0.74,1949.2,1
49,28.74,525.83,0
37,14.84,724.12,0
43,18.26,645.95,1
50,4.57,1665.09,0
37,14.31,749.87,1
34,6.64,1452.19,1
45,2.24,1122.24,0
28,1.33,433.76,1
28,4.23,709.42,0
55,1.48,4792.01,1
27,50.0,1309.48,1
54,0.5,1242.16,1
51,5.82,1193.58,1
19,6.02,2041.56,0
34,3.58,1704.52,0
62,8.47,5000.0,1
30,1.62,3671.89,1
38,15.32,5000.0,1
51,4.04,2853.54,1
56,8.95,2612.92,0
41,12.58,684.08,1
36,21.99,517.47,1
66,18.07,456.57,1
71,9.37,1508.28,1
59,4.92,3196.75,1
46,7.0,1013.16,1
32,14.64,824.48,0
32,21.0,3020.3,1
52,1.1,831.83,1
51,4.86,4612.38,1
66,14.97,735.33,1
54,5.65,3187.27,1
22,4.04,2076.65,1
60,5.3,300.0,1
30,9.23,895.56,1
39,50.0,3312.7,0
48,6.79,446.52,1
74,2.34,1252.17,1
80,1.78,466.52,1
54,0.43,1514.0,1
42,8.18,2240.25,1
53,7.87,1849.83,1
58,2.3,1966.51,1
40,11.89,1842.57,1
71,13.51,1405.05,1
48,3.0,2946.95,1
52,4.22,433.61,1
54,46.53,4445.14,0
51,4.69,1904.02,1
57,14.3,492.42,1
35,6.03,4053.28,0
36,15.77,1442.09,1
28,14.65,1100.71,0
51,11.02,504.23,1
56,19.29,1001.66,1
51,28.0,3049.12,1
70,8.67,787.35,1
44,2.71,3090.62,1
55,5.09,1260.64,1
28,14.2,695.78,1
39,10.52,1046.72,1
55,1.96,2347.3,1
57,0.53,1964.18,1
40,11.49,4786.72,1
43,2.89,1313.02,1
22,6.92,3155.38,0
39,13.73,1507.17,1
58,8.27,850.52,1
53,0.87,586.07,0
52,2.05,1327.34,1
45,2.48,1655.0,1
45,2.98,3967.16,1
35,8.33,4749.93,1
55,7.01,4741.17,1
51,2.27,933.06,1
52,0.7,775.97,1
37,1.88,1004.48,1
18,41.59,1474.02,0
61,6.32,336.08,1
37,20.2,729.66,0
32,18.89,3783.59,1
55,7.16,2048.48,1
39,12.27,1070.88,1
60,2.14,376.77,1
54,11.66,2014.28,1
55,3.18,1730.51,1
24,17.84,728.72,1
63,0.87,2728.88,1
48,14.83,1113.36,1
39,1.05,1871.79,1
47,21.3,4708.0,1
18,3.63,2626.9,1
51,10.62,509.1,1
29,6.68,2634.48,1
24,4.56,962.02,1
22,10.37,2360.75,1
61,29.47,3133.9,1
35,0.42,1872.68,1
68,25.11,548.13,1
36,9.39,300.0,1
19,16.47,3587.09,1
28,4.84,4340.76,1
63,6.38,915.31,0
42,20.31,300.0,1
36,5.36,452.87,1
47,7.65,1152.13,1
52,0.2,3116.14,1
61,1.73,300.0,0
66,10.26,3902.82,1
39,12.62,3597.74,0
25,8.74,3851.62,1
38,1.55,677.85,1
48,5.9,3297.1,0
30,4.39,1703.08,0
30,6.85,637.98,1
50,20.43,1854.52,0
44,14.95,1658.43,1
45,0.88,450.98,1
33,22.1,2549.08,1
41,6.38,1597.18,1
31,13.62,1224.33,1
58,1.51,1186.54,0
60,11.11,2111.42,0
18,2.7,1116.09,1
31,5.77,300.0,1
22,0.17,607.16,1
35,1.64,1611.62,1
43,0.97,1063.46,1
23,2.74,1211.11,0
31,1.05,703.33,0
29,11.77,710.75,1
48,0.29,2372.81,0
46,9.62,1832.15,1
34,1.52,798.95,1
47,29.03,1177.08,1
36,27.04,2805.02,1
40,2.56,581.72,1
70,9.53,3071.26,1
65,0.28,1429.81,1
25,26.85,1190.17,0
57,7.4,476.18,0
57,0.44,5000.0,1
27,4.19,2217.0,1
57,0.8,300.0,1
68,4.99,1905.72,1
28,11.08,3563.65,1
31,6.35,2004.27,0
60,4.84,2857.59,1
49,1.27,1025.04,1
53,2.81,914.97,1
50,1.06,1283.21,1
50,16.48,1684.64,1
25,1.45,1044.83,1
60,9.05,1405.31,1
62,4.2,614.18,0
41,2.56,335.13,0
44,10.2,814.44,1
22,6.11,5000.0,0
52,5.11,3755.21,1
53,8.99,1941.2,0
44,6.76,409.38,1
61,3.62,1499.53,1
39,8.19,1791.57,0
53,11.07,992.34,1
29,0.27,3911.62,1
44,6.27,586.75,1
42,0.59,2377.16,1
48,2.06,571.82,1
39,8.22,643.0,1
43,20.11,1500.69,1
57,21.44,300.0,1
38,0.73,1853.41,1
20,5.43,1089.11,1
71,8.75,1414.03,1
65,1.59,892.62,1
25,14.5,3840.8,1
55,13.63,2996.11,1
37,23.37,2361.06,1
48,0.09,675.5,1
49,2.44,2566.13,1
41,17.56,2031.69,1
33,11.1,5000.0,1
34,22.48,402.99,1
31,0.59,1335.31,1
32,9.09,904.51,0
43,8.42,2080.77,1
34,0.36,355.76,1
55,7.21,2702.14,1
67,9.4,352.31,1
36,2.12,2106.63,1
48,3.19,1187.43,1
52,10.23,750.08,1
52,6.32,577.67,1
46,19.52,895.64,0
56,4.19,1221.92,1
52,3.1,1574.93,1
26,41.91,1733.9,0
58,24.21,1352.31,1
58,0.29,1153.54,0
33,14.73,4587.64,0
45,1.17,2578.36,1
55,0.28,992.64,1
41,3.2,1457.71,1
61,3.14,773.98,1
80,17.11,1225.74,1
33,12.4,451.52,1
24,39.96,1674.06,1
49,12.43,5000.0,1
55,5.42,1750.01,1
41,12.0,1745.26,0
66,50.0,1352.49,1
24,12.38,551.77,0
55,14.34,4887.78,1
35,27.87,1888.38,0
70,1.21,2356.61,1
74,12.2,1150.48,1
33,19.03,2411.12,0
36,30.87,4867.05,1
57,2.37,3814.32,1
39,7.01,300.0,1
44,11.41,3650.48,1
45,2.84,675.23,0
18,9.17,717.11,1
44,2.98,652.03,1
34,4.06,2120.0,1
37,5.83,1732.17,0
66,7.53,2492.19,1
26,5.97,1582.44,1
57,6.8,676.99,1
40,3.55,2648.57,1
40,1.73,1242.29,1
56,0.49,2697.73,1
50,2.18,1904.36,1
53,8.72,1692.62,1
59,15.42,5000.0,1
40,1.85,300.0,1
35,1.15,300.0,1
28,13.83,899.65,1
32,3.64,2721.58,1
80,30.26,1013.59,0
63,12.53,1272.67,0
24,3.96,300.0,1
25,3.42,2641.17,1
52,7.42,304.67,1
53,0.82,1155.57,1
53,1.25,300.0,1
41,1.93,3059.86,1
43,14.9,300.0,1
49,7.21,1091.7,1
46,0.11,914.06,1
18,11.19,2369.16,1
41,5.51,1766.59,1
32,7.15,5000.0,0
47,2.41,401.37,1
80,8.02,3645.24,1
50,38.71,4177.68,0
40,0.76,5000.0,1
58,3.34,1583.93,1
52,2.78,486.04,1
51,2.86,2194.24,1
54,4.76,327.67,1
75,17.04,3364.13,1
28,24.4,1446.87,1
52,2.26,2013.31,0
31,7.83,5000.0,1
53,10.13,1752.22,1
31,7.38,492.75,1
38,5.69,1457.01,1
40,2.13,938.63,0
59,6.7,1896.72,1
58,5.13,1132.03,1
26,15.87,837.64,0
45,14.42,1496.44,1
34,1.44,472.86,1
26,0.93,1394.65,1
41,23.88,2293.01,1
40,7.67,4349.69,0
80,19.51,958.45,0
51,0.6,5000.0,1
24,7.48,2037.94,1
36,7.75,1188.53,1
60,19.71,1310.93,1
76,1.03,1543.37,1
21,2.75,1078.41,1
18,5.22,856.28,1
73,20.09,1858.77,1
50,27.95,300.0,0
31,49.23,734.11,1
53,31.99,2674.18,1
18,0.06,300.0,1
45,0.49,2109.47,1
49,1.6,1684.85,0
58,4.29,916.83,1
29,17.71,1114.3,0
46,22.32,1486.71,0
31,2.07,2166.8,1
48,9.67,2027.37,1
31,24.93,3481.39,1
38,6.23,1940.56,1
30,1.09,3941.0,1
54,6.12,300.0,1
57,4.71,3435.8,1
41,8.62,1196.03,1
45,5.77,1783.66,1
23,0.17,2476.44,0
40,50.0,610.46,0
44,7.84,1304.55,0
80,6.42,3685.08,1
28,30.93,4338.29,0
66,1.69,910.74,0
59,2.1,2357.18,1
49,16.5,1094.86,0
71,3.02,352.74,1
50,16.06,4140.33,1
50,3.17,609.7,1
44,0.34,5000.0,1
63,7.28,450.59,1
61,2.19,3372.06,1
35,14.18,3254.76,1
25,10.25,1103.13,1
41,25.72,1971.5,1
32,15.28,1128.72,1
44,1.99,746.26,0
63,16.1,2230.34,1
38,10.26,2903.82,1
44,11.05,851.36,1
45,17.85,4144.94,1
57,8.53,1928.14,1
18,6.27,1567.38,1
35,10.12,1604.36,1
48,3.54,4064.16,1
63,2.02,1229.84,1
37,9.59,1278.75,0
18,2.66,4001.73,1
54,0.83,4217.59,1
35,0.01,3208.97,1
27,9.37,503.35,0
35,4.5,5000.0,1
42,13.96,1797.75,1
35,4.7,1531.77,1
18,6.66,3219.1,0
58,5.23,2117.96,1
64,10.51,1136.08,0
54,4.4,4627.18,1
27,33.18,1524.0,1
41,27.51,1760.73,1
44,18.84,4601.66,0
53,25.29,3074.86,1
55,5.96,2549.05,1
33,7.69,1094.13,1
46,13.55,2200.39,1
51,11.91,2301.76,1
66,22.13,2261.69,1
55,12.6,1560.92,1
56,50.0,852.29,1
46,4.28,3391.6,1
66,17.9,1055.99,1
51,11.96,1691.96,0
32,11.76,300.0,1
66,3.94,3014.81,1
55,15.4,723.59,1
38,23.06,2303.09,0
37,2.47,530.07,1
49,9.82,1411.59,1
51,4.98,1304.16,1
47,45.61,731.77,0
49,6.52,1959.98,0
70,2.59,421.39,1
61,4.81,2780.17,1
47,10.61,2890.98,1
59,0.79,802.84,1
29,9.25,4026.3,1
50,26.77,1436.01,1
72,19.0,668.39,1
41,0.7,300.0,1
32,50.0,3874.78,0
35,12.0,900.44,0
28,1.77,1228.48,1
33,0.12,1135.63,1
39,1.88,3281.31,1
23,18.21,2405.49,1
45,0.22,1800.08,1
58,2.65,463.36,1
31,14.16,4745.57,1
67,8.82,2449.31,1
52,15.27,2491.04,0
60,13.71,523.86,1
35,0.52,633.23,1
57,22.3,1755.21,1
28,2.58,1790.37,1
58,8.06,731.32,1
47,10.34,532.68,1
53,1.85,1031.31,1
27,37.39,1282.94,1
31,6.7,469.58,1
53,0.59,2505.04,1
30,27.69,2612.21,0
51,8.83,2328.43,1
24,12.01,497.29,1
57,7.45,1018.45,1
26,18.0,2849.11,1
53,0.34,1895.57,1
54,3.12,4069.92,1
34,6.34,3681.56,1
53,0.8,1611.72,1
48,12.24,999.82,1
36,5.0,2758.16,1
29,3.18,2953.57,1
18,0.03,3209.06,1
50,12.72,1874.38,1
21,17.95,897.25,0
46,5.03,2303.37,1
41,8.31,2377.73,0
55,2.58,2696.91,1
40,9.73,1091.22,1
40,0.12,2287.01,1
55,6.71,395.26,1
50,10.33,2879.94,1
49,25.03,1823.62,1
52,4.8,971.19,1
21,14.49,3960.27,0
56,9.11,1218.49,1
54,26.17,1837.9,1
29,5.08,1064.34,1
41,3.84,1697.1,1
44,21.82,2407.91,1
42,0.5,1136.48,1
50,1.47,1425.68,1
66,0.86,2843.16,1
61,18.52,300.0,1
25,0.11,2967.1,0
54,19.78,3373.44,1
64,6.0,666.61,1
50,0.04,311.03,1
61,5.14,514.01,1
75,2.07,758.63,1
60,9.79,573.72,0
48,11.37,2542.01,1
60,6.69,1495.71,1
47,0.41,2068.98,1
45,10.67,3184.43,1
39,18.45,2736.42,0
68,12.74,4562.22,1
32,17.72,3611.16,0
67,2.24,1374.39,1
52,21.97,2303.45,0
24,3.89,4671.44,1
50,0.13,1218.22,1
18,18.54,2443.4,0
54,28.44,5000.0,0
58,10.66,2646.41,0
36,2.63,691.78,1
46,2.9,329.11,1
74,6.28,822.15,1
37,22.81,1450.1,0
29,1.62,5000.0,1
67,17.49,3300.92,1
74,3.44,1201.0,0
45,16.53,726.43,1
60,25.29,719.38,1
65,5.58,5000.0,1
33,4.54,640.19,1
37,16.21,2940.23,1
63,7.54,2827.2,1
70,11.53,1350.54,1
53,9.75,590.15,0
31,1.66,2333.25,1
74,18.63,5000.0,0
37,2.18,520.24,1
39,26.92,1761.06,1
50,2.88,2724.69,1
68,13.24,4796.99,1
57,3.35,300.0,1
51,3.82,2497.84,1
51,3.71,4730.18,1
45,13.78,2953.29,1
53,8.14,997.07,1
18,21.45,1820.18,1
40,3.67,3258.28,1
48,11.78,3418.93,1
27,13.98,2917.02,1
50,1.64,1957.16,1
41,5.12,1556.09,0
71,6.59,3591.49,1
68,4.4,2355.98,1
38,3.89,1868.87,1
42,11.6,918.62,1
43,2.43,869.22,1
38,12.36,1594.58,1
47,27.34,2617.87,0
33,8.33,2484.97,1
28,9.45,2377.77,1
54,0.71,1789.0,0
54,19.99,3372.73,1
32,3.36,3829.78,1
58,9.55,639.9,1
35,38.69,1058.45,0
48,9.05,5000.0,0
57,12.9,1516.26,1
44,5.89,1550.48,1
51,0.62,854.11,1
37,15.98,3433.15,1
42,0.36,5000.0,1
41,12.06,856.12,0
33,0.23,3583.32,1
42,19.83,752.19,0
21,1.72,3223.58,1
37,7.22,767.04,0
40,9.09,300.0,1
41,6.12,5000.0,1
41,4.17,1171.44,0
44,6.31,437.56,1
52,3.73,1958.53,1
58,5.76,2644.77,1
35,4.45,3685.34,1
26,8.35,1453.24,1
29,2.72,1385.51,1
37,44.79,1184.62,0
39,6.95,1817.52,1
33,2.16,2852.53,1
25,6.48,2192.37,0
38,20.13,1147.42,0
47,0.22,1749.42,1
53,11.38,565.04,0
36,7.94,1486.23,0
38,1.86,1329.98,1
31,17.01,3705.48,1
44,4.6,1960.69,1
32,3.48,1502.34,1
53,17.61,1665.6,1
18,10.18,1485.56,0
39,22.85,676.25,0
49,9.94,2815.65,1
47,13.5,300.0,0
80,18.11,1163.03,1
50,0.56,901.02,1
29,14.96,1185.07,1
43,9.51,2771.49,0
18,0.72,1513.0,1
43,7.1,1684.91,1
32,0.86,2660.58,1
58,13.32,2525.53,1
36,7.91,2396.73,1
43,30.7,1706.19,1
35,2.02,3552.55,1
71,9.31,875.55,1
40,2.38,1503.46,1
72,9.52,1210.14,1
57,12.82,1261.95,1
52,12.81,780.63,0
50,16.88,3066.6,1
50,19.21,2576.96,0
18,0.8,1470.4,1
40,4.2,2295.36,1
57,11.62,3196.59,1
44,6.9,4656.22,1
23,2.12,512.49,1
44,8.05,1546.82,1
70,5.23,3830.87,1
63,4.94,5000.0,1
44,16.59,2150.4,0
59,5.24,3007.26,1
39,0.27,300.0,1
19,0.6,2233.06,0
31,19.4,1428.95,1
68,32.34,2806.15,0
40,11.66,4846.43,1
41,4.53,1692.62,1
40,27.9,1629.95,0
73,10.87,1064.17,0
69,18.6,300.0,1
78,14.52,1137.11,1
42,4.77,476.1,1
49,6.51,529.37,0
22,2.06,2260.73,0
67,3.45,606.82,1
27,15.06,1804.58,0
48,22.44,5000.0,1
28,12.89,1257.0,1
36,6.26,532.19,1
32,0.9,5000.0,1
35,0.59,755.92,1
36,4.69,1175.21,1
36,6.23,3401.34,0
57,9.39,654.71,0
28,0.07,1093.31,1
48,45.78,620.56,1
63,4.52,3368.32,1
37,18.84,596.05,0
34,7.66,2478.46,1
41,1.4,1564.74,1
62,15.97,1042.61,0
47,12.37,1537.41,1
37,7.5,1189.19,1
52,7.23,872.36,0
28,0.92,300.0,1
55,10.67,641.89,0
51,24.22,1956.13,0
40,0.98,1327.79,1
32,3.06,2443.68,1
31,23.26,1800.23,1
53,3.35,300.0,1
63,10.61,2260.08,1
35,7.65,551.21,0
51,9.07,1670.31,1
18,5.37,363.65,0
36,3.57,3269.81,1
44,0.5,2852.68,1
31,13.64,1380.27,0
30,13.71,2775.21,1
34,11.11,685.82,1
49,10.32,975.76,1
42,2.79,3205.75,1
18,0.23,300.0,1
18,16.54,1422.68,1
35,6.76,2139.68,1
51,3.66,1123.68,1
18,1.08,3827.65,0
37,0.65,4575.57,1
37,4.29,2255.08,1
65,16.33,555.8,0
39,25.1,2811.78,0
50,22.71,5000.0,1
47,25.26,1733.7,1
18,23.83,1479.72,0
56,7.49,729.95,0
48,2.48,2058.2,1
52,16.0,1517.86,1
80,2.4,300.0,1
18,3.11,2689.16,0
70,2.66,492.79,0
40,7.24,5000.0,1
49,3.88,1821.57,1
44,1.67,1384.83,1
38,6.04,1758.55,1
36,20.71,1675.12,1
49,8.45,1191.73,1
22,21.06,325.04,0
56,2.18,3885.87,1
38,1.83,1739.68,1
28,8.57,3391.37,0
38,6.22,377.26,1
63,10.79,839.67,1
36,15.83,1109.74,1
50,13.92,571.08,1
34,28.52,2685.52,1
56,5.08,1340.34,0
55,2.31,2017.34,1
72,8.01,960.27,1
42,1.17,3492.13,1
55,3.41,2916.44,1
46,2.33,2625.23,1
64,5.05,1818.58,1
34,1.18,3887.54,1
56,0.32,2941.45,1
42,10.69,1554.39,1
44,9.42,1045.2,1
46,12.32,1335.2,1
48,10.8,2332.29,1
43,1.21,374.02,1
48,3.44,806.46,1
68,1.39,3847.63,1
59,18.51,3267.64,1
58,13.74,1343.81,1
38,2.25,5000.0,1
31,4.18,2827.48,1
59,34.0,1753.15,0
58,9.02,3309.26,0
67,16.15,1007.77,1
35,3.07,875.36,0
41,2.36,1508.11,0
20,15.32,1688.61,0
39,11.58,877.08,0
59,11.42,4211.77,1
38,8.04,1244.54,1
54,8.29,300.0,0
42,13.31,1822.15,1
49,3.15,1415.28,1
27,4.35,3052.08,0
46,20.53,1018.19,1
18,3.69,2703.71,1
42,7.9,2032.73,1
20,12.13,3447.58,1
63,50.0,1809.76,1
56,5.71,837.71,0
52,5.59,2110.71,1
67,18.49,642.6,1
30,16.37,300.0,1
71,13.13,897.4,1
58,6.22,3602.3,1
41,3.91,5000.0,1
62,9.38,367.58,1
28,20.89,3188.21,0
32,21.52,4804.71,0
35,1.15,624.88,1
37,5.59,4241.5,1
29,6.25,505.12,1
63,37.99,1514.16,0
41,11.33,2214.7,0
50,5.23,675.33,1
36,0.26,4068.92,1
18,8.33,1637.39,0
49,1.01,2985.19,1
18,17.98,713.87,1
43,13.96,5000.0,1
24,6.17,2412.59,0
74,5.61,2339.21,1
58,22.76,2185.59,1
46,3.4,2364.99,1
63,2.86,2785.43,1
32,28.0,1247.8,0
53,16.57,475.81,0
47,17.18,499.13,1
48,2.17,1746.06,1
64,1.55,4901.7,1
55,0.26,1505.01,1
49,2.71,3730.82,1
20,14.88,1558.16,1
30,2.74,4523.26,0
43,13.06,2322.46,0
46,2.9,2080.25,1
28,5.03,3486.63,0
80,40.84,2302.45,1
67,2.81,2700.9,1
54,4.72,1720.81,1
46,3.58,2184.13,1
41,1.16,545.65,1
30,6.73,4032.95,1
46,4.76,4124.88,1
48,11.87,1299.48,1
26,17.02,1601.62,0
50,7.86,5000.0,1
42,0.33,1330.2,1
18,9.65,2907.28,0
32,0.57,1980.02,1
38,9.58,401.22,1
73,11.55,2389.99,1
53,2.2,3967.09,1
24,17.11,1441.36,1
52,24.2,574.49,0
21,16.77,3084.82,1
61,3.64,420.83,1
37,8.83,449.79,0
43,24.63,5000.0,1
64,3.87,3553.57,1
25,17.15,1802.43,1
24,0.1,2444.39,0
36,0.04,756.84,1
60,14.26,1958.29,1
22,14.33,633.92,1
18,15.56,615.13,1
38,26.6,3193.0,0
53,1.25,1176.09,1
63,2.64,1023.25,0
38,23.41,2275.45,0
38,1.95,988.95,1
62,11.46,1410.34,1
18,7.56,5000.0,0
39,0.87,446.22,1
47,3.36,4618.48,1
51,7.35,5000.0,1
37,19.13,481.59,1
45,12.29,556.42,0
18,9.73,2594.14,1
35,6.85,1835.5,1
51,3.55,875.18,1
30,1.27,4054.12,1
45,5.26,1252.83,1
51,0.29,2067.54,1
39,2.37,2851.36,0
47,5.66,2430.29,1
30,5.42,1703.19,1
41,0.45,2946.42,1
54,8.89,382.47,1
47,7.98,3540.65,1
36,0.81,1329.42,1
48,28.68,2697.66,1
55,1.05,1647.84,1
18,19.3,1026.14,1
62,0.0,1550.42,1
39,21.39,2114.1,1
51,0.2,2373.64,1
62,14.18,2141.85,1
24,4.49,963.21,0
34,13.4,689.65,0
40,5.14,752.98,1
33,0.74,1398.91,1
71,14.59,2668.61,0
32,0.74,2801.02,1
36,25.53,1072.16,1
48,0.52,1710.23,1
26,6.53,421.81,0
39,12.84,1250.73,1
49,5.0,1065.85,1
40,2.45,861.62,0
43,14.23,1852.65,1
37,15.34,5000.0,0
22,25.6,1781.84,0
49,4.72,3723.15,1
71,7.06,3192.39,1
45,4.51,1112.57,0
48,2.97,2964.14,1
55,13.9,5000.0,1
25,4.15,562.19,1
70,5.59,3189.3,1
48,5.17,1614.02,1
69,12.47,968.98,1
34,24.99,2269.61,1
72,10.99,2314.6,1
56,6.38,5000.0,1
53,15.11,1002.29,1
48,10.24,1779.73,1
41,0.63,1754.92,1
63,1.01,996.85,1
47,0.39,767.89,1
18,6.1,1227.72,0
28,17.48,1569.27,0
42,3.76,722.67,1
49,4.85,3317.57,0
44,24.02,2483.57,1
63,18.13,577.4,1
18,10.94,1210.05,1
47,3.1,1882.03,1
18,1.24,2846.14,0
56,0.16,1578.75,1
43,1.13,2733.73,1
51,3.46,2177.24,1
32,8.02,2964.0,1
64,0.66,891.01,1
60,1.46,2538.38,1
53,2.0,1619.0,1
43,10.0,3649.73,1
53,9.57,873.74,1
34,8.0,2207.23,1
57,2.88,1790.76,0
69,4.64,1493.68,1
61,1.02,1256.13,1
34,2.57,1332.92,1
50,22.8,5000.0,0
25,38.97,1460.33,0
53,10.43,4783.87,1
51,24.87,1492.54,1
18,10.29,1933.45,0
27,0.34,1703.18,1
40,50.0,4969.18,1
40,1.04,3066.81,1
26,11.48,1162.56,1
50,2.91,444.31,1
48,4.98,1186.25,1
42,10.38,4109.09,1
33,5.74,615.34,1
60,2.88,466.9,1
69,4.07,980.44,1
37,4.18,717.67,1
35,32.02,825.0,1
52,16.03,300.0,1
39,6.14,1958.99,1
42,2.23,2253.68,1
56,16.66,1454.98,0
18,1.71,451.02,1
64,2.36,985.6,1
46,4.56,2202.43,1
38,21.23,2422.64,0
43,1.41,300.0,1
44,1.3,1742.89,1
19,6.81,918.49,1
67,3.24,1657.7,0
45,8.41,489.41,1
51,6.01,328.91,1
59,5.71,1425.01,1
29,1.19,1530.33,1
52,1.52,789.76,1
40,17.21,4509.75,0
57,21.71,896.0,1
18,2.67,881.75,1
43,1.2,1698.68,1
35,0.55,1538.14,1
51,9.37,899.4,0
52,12.57,2240.95,1
34,4.67,2228.76,1
34,11.38,1725.37,1
43,12.48,1946.17,1
31,27.39,1615.79,0
57,0.67,1544.74,1
39,2.14,497.51,1
18,0.71,1797.11,1
39,20.25,3105.11,1
29,15.73,1948.91,1
20,8.55,1306.57,0
26,0.87,3009.33,0
46,3.19,1950.77,1
64,3.53,889.68,0
49,8.23,3003.96,1
35,2.98,1114.35,1
51,0.76,643.75,1
38,13.12,800.23,0
34,3.55,1031.34,1
27,6.02,471.68,0
18,1.37,3887.88,0
39,16.22,313.39,1
47,8.34,2438.86,1
43,23.19,2021.33,1
38,6.84,1925.62,1
30,28.37,2224.25,1
54,22.24,1410.05,1
25,8.59,2446.76,1
56,27.16,1509.38,1
29,3.9,1203.93,1
33,4.55,527.35,1
22,0.47,2083.47,1
37,8.9,2112.05,1
59,12.8,1612.81,1
52,14.85,2814.55,0
59,1.62,3539.57,1
52,5.87,1071.28,1
28,1.95,2510.74,1
40,10.85,518.18,1
33,1.72,1701.97,1
64,23.45,1419.25,0
27,2.62,2869.99,0
58,3.44,1142.0,1
58,19.03,3665.98,1
72,6.13,1356.3,1
38,0.24,527.01,1
55,6.82,348.85,1
79,0.88,2687.63,1
35,42.23,471.1,1
21,8.87,2293.06,0
18,2.96,2652.5,1
55,8.29,877.38,0
18,0.8,1987.83,0
39,16.09,4492.12,1
51,25.95,1444.97,0
47,20.75,388.93,1
51,4.18,999.06,1
48,3.94,4874.46,1
64,0.36,2799.59,1
30,10.54,589.84,1
34,7.66,3478.65,0
33,6.15,3612.34,1
57,23.82,1153.41,1
58,1.84,508.84,1
51,0.1,3274.85,1
62,0.76,5000.0,1
27,2.53,897.32,1
70,0.34,2687.64,1
67,6.99,916.65,1
56,3.77,883.58,1
71,1.99,1992.24,0
20,13.87,799.78,1
37,2.29,1576.88,1
33,11.63,3691.3,1
55,4.3,420.99,1
29,7.17,2932.19,1
56,27.16,1879.98,1
65,0.38,2245.63,1
55,6.94,1751.76,1
49,19.27,4036.93,1
30,8.87,2156.61,1
32,3.24,1234.36,1
63,5.07,1885.24,1
56,11.4,1181.36,0
44,22.15,936.7,0
38,0.42,3452.11,1
18,0.74,1186.31,0
28,3.93,325.28,0
73,2.65,2262.95,1
25,3.08,1241.29,1
47,2.5,4560.08,1
60,2.18,2533.13,1
26,1.4,4410.5,1
47,27.17,2885.95,1
59,1.56,3515.33,1
45,2.29,2175.49,0
80,2.83,3019.89,1
19,27.03,829.92,0
60,14.09,2876.33,0
42,15.59,499.2,1
56,1.11,1581.17,1
51,18.1,1036.05,1
34,5.25,2000.97,1
48,3.05,1161.78,1
18,8.57,518.14,1
54,17.27,473.3,1
49,15.08,562.15,0
54,22.07,2039.84,1
60,26.33,2096.08,1
50,2.72,1158.46,1
47,5.51,2317.97,1
31,0.15,1463.6,1
34,21.15,2200.14,1
62,1.68,1657.15,1
66,19.77,2953.57,1
41,4.0,817.42,1
45,4.59,300.0,1
31,0.4,1474.99,1
62,3.96,1788.37,1
54,21.93,664.24,0
74,0.26,772.43,1
31,5.21,2485.43,1
39,0.32,2531.54,0
48,4.64,1425.31,1
54,1.9,367.96,1
41,2.91,2418.1,1
31,21.0,1773.77,0
58,5.73,1053.33,1
55,3.2,3170.26,1
31,8.9,300.0,1
65,1.53,1585.07,1
62,3.0,2440.15,1
47,7.9,503.53,1
46,2.71,455.67,0
53,11.37,4834.55,0
32,6.76,2510.69,1
45,14.78,4056.2,0
18,29.61,3016.46,1
58,1.23,2066.8,1
21,4.07,5000.0,0
67,3.85,1908.02,1
40,1.64,1489.4,1
